employee_name,hours_worked,meetings_per_day,stress_score,sleep_hours,productivity_drop,overtime_hours,workload_level,job_satisfaction,burnout,burnout_probability,risk_level
Employee 15253,14.0,7.0,10.0,5.0,8.0,5.0,9.0,1.0,1,84.0,High
Employee 15254,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,20.0,Low
Employee 15255,12.0,5.0,9.0,6.0,9.0,4.0,7.0,1.0,1,87.0,High
Employee 15256,11.0,5.0,8.0,6.0,7.0,3.0,6.0,3.0,1,67.0,High
Employee 15257,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,18.0,Low
Employee 15258,8.0,2.0,2.0,9.0,2.0,1.0,2.0,8.0,0,18.0,Low
Employee 15259,11.0,5.0,5.0,7.0,5.0,3.0,6.0,5.0,1,51.0,Medium
Employee 15260,8.0,2.0,4.0,8.0,2.0,2.0,2.0,6.0,0,25.0,Low
Employee 15261,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,57.0,Medium
Employee 15262,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,58.0,Medium
Employee 15263,13.0,7.0,8.0,6.0,9.0,4.0,8.0,1.0,1,89.0,High
Employee 15264,12.0,5.0,8.0,6.0,6.0,4.0,7.0,3.0,1,62.0,Medium
Employee 15265,10.0,5.0,7.0,7.0,7.0,3.0,5.0,3.0,1,66.0,High
Employee 15266,12.0,6.0,7.0,6.0,7.0,4.0,7.0,3.0,1,71.0,High
Employee 15267,9.0,5.0,4.0,8.0,3.0,2.0,3.0,7.0,0,28.0,Low
Employee 15268,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,31.0,Low
Employee 15269,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,50.0,Medium
Employee 15270,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,1,50.0,Medium
Employee 15271,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 15272,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 15273,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 15274,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,59.0,Medium
Employee 15275,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15276,14.0,7.0,10.0,5.0,9.0,5.0,9.0,1.0,1,93.0,High
Employee 15277,12.0,5.0,10.0,5.0,9.0,4.0,7.0,1.0,1,93.0,High
Employee 15278,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,59.0,Medium
Employee 15279,11.0,3.0,7.0,6.0,6.0,3.0,6.0,3.0,1,58.0,Medium
Employee 15280,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,56.0,Medium
Employee 15281,9.0,3.0,6.0,7.0,5.0,2.0,4.0,4.0,1,53.0,Medium
Employee 15282,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,64.0,Medium
Employee 15283,9.0,3.0,6.0,7.0,5.0,3.0,4.0,5.0,0,47.0,Medium
Employee 15284,9.0,3.0,3.0,8.0,2.0,2.0,3.0,7.0,0,21.0,Low
Employee 15285,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 15286,11.0,6.0,6.0,7.0,5.0,3.0,6.0,4.0,1,50.0,Medium
Employee 15287,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,0,47.0,Medium
Employee 15288,9.0,3.0,8.0,6.0,6.0,3.0,4.0,3.0,1,63.0,Medium
Employee 15289,10.0,3.0,4.0,8.0,3.0,2.0,5.0,6.0,0,30.0,Low
Employee 15290,7.0,1.0,4.0,8.0,3.0,1.0,1.0,7.0,0,26.0,Low
Employee 15291,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,42.0,Medium
Employee 15292,12.0,6.0,8.0,6.0,8.0,4.0,7.0,2.0,1,75.0,High
Employee 15293,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15294,7.0,2.0,3.0,9.0,2.0,1.0,1.0,7.0,0,24.0,Low
Employee 15295,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 15296,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 15297,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,61.0,Medium
Employee 15298,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,80.0,High
Employee 15299,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,45.0,Medium
Employee 15300,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,0,48.0,Medium
Employee 15301,7.0,2.0,1.0,10.0,0.0,0.0,1.0,10.0,0,1.0,Low
Employee 15302,8.0,3.0,3.0,8.0,3.0,1.0,2.0,7.0,0,28.0,Low
Employee 15303,12.0,5.0,7.0,6.0,6.0,4.0,7.0,3.0,1,59.0,Medium
Employee 15304,11.0,3.0,8.0,6.0,7.0,3.0,6.0,3.0,1,69.0,High
Employee 15305,9.0,3.0,5.0,7.0,4.0,2.0,3.0,6.0,0,35.0,Medium
Employee 15306,13.0,6.0,6.0,7.0,6.0,4.0,8.0,4.0,1,60.0,Medium
Employee 15307,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,58.0,Medium
Employee 15308,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 15309,9.0,3.0,5.0,7.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 15310,7.0,2.0,3.0,9.0,2.0,1.0,1.0,8.0,0,21.0,Low
Employee 15311,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,29.0,Low
Employee 15312,12.0,6.0,8.0,6.0,7.0,4.0,7.0,3.0,1,72.0,High
Employee 15313,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,0,48.0,Medium
Employee 15314,10.0,3.0,7.0,7.0,6.0,3.0,5.0,4.0,1,55.0,Medium
Employee 15315,8.0,2.0,2.0,9.0,1.0,1.0,2.0,9.0,0,8.0,Low
Employee 15316,12.0,5.0,9.0,6.0,8.0,4.0,8.0,2.0,1,83.0,High
Employee 15317,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 15318,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,44.0,Medium
Employee 15319,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 15320,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 15321,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,19.0,Low
Employee 15322,10.0,5.0,7.0,7.0,4.0,3.0,5.0,4.0,0,44.0,Medium
Employee 15323,8.0,2.0,2.0,9.0,0.0,1.0,2.0,9.0,0,4.0,Low
Employee 15324,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,33.0,Medium
Employee 15325,12.0,5.0,9.0,6.0,8.0,4.0,8.0,2.0,1,81.0,High
Employee 15326,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,27.0,Low
Employee 15327,11.0,3.0,7.0,6.0,5.0,3.0,6.0,4.0,1,54.0,Medium
Employee 15328,10.0,5.0,6.0,7.0,6.0,3.0,5.0,4.0,1,57.0,Medium
Employee 15329,9.0,3.0,7.0,7.0,7.0,3.0,4.0,3.0,1,68.0,High
Employee 15330,9.0,2.0,4.0,8.0,3.0,2.0,4.0,6.0,0,30.0,Low
Employee 15331,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,41.0,Medium
Employee 15332,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,42.0,Medium
Employee 15333,7.0,2.0,2.0,9.0,1.0,1.0,1.0,9.0,0,7.0,Low
Employee 15334,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,1,51.0,Medium
Employee 15335,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,45.0,Medium
Employee 15336,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,56.0,Medium
Employee 15337,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,43.0,Medium
Employee 15338,9.0,3.0,6.0,7.0,5.0,2.0,3.0,5.0,0,49.0,Medium
Employee 15339,12.0,6.0,7.0,6.0,6.0,4.0,7.0,4.0,1,55.0,Medium
Employee 15340,9.0,3.0,3.0,9.0,2.0,1.0,3.0,8.0,0,20.0,Low
Employee 15341,10.0,5.0,6.0,7.0,6.0,3.0,5.0,4.0,1,63.0,Medium
Employee 15342,12.0,6.0,9.0,6.0,7.0,4.0,7.0,2.0,1,71.0,High
Employee 15343,9.0,3.0,4.0,8.0,3.0,2.0,3.0,6.0,0,29.0,Low
Employee 15344,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,41.0,Medium
Employee 15345,10.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,1,55.0,Medium
Employee 15346,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,56.0,Medium
Employee 15347,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,28.0,Low
Employee 15348,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 15349,9.0,3.0,4.0,8.0,1.0,2.0,3.0,8.0,0,13.0,Low
Employee 15350,13.0,6.0,6.0,7.0,6.0,4.0,8.0,4.0,1,61.0,Medium
Employee 15351,11.0,5.0,7.0,6.0,6.0,3.0,6.0,4.0,1,58.0,Medium
Employee 15352,10.0,5.0,5.0,8.0,4.0,2.0,5.0,5.0,0,41.0,Medium
Employee 15353,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 15354,9.0,2.0,7.0,6.0,5.0,3.0,4.0,4.0,1,53.0,Medium
Employee 15355,12.0,5.0,7.0,6.0,7.0,4.0,7.0,3.0,1,73.0,High
Employee 15356,10.0,3.0,7.0,6.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 15357,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15358,13.0,6.0,9.0,5.0,9.0,4.0,8.0,1.0,1,88.0,High
Employee 15359,13.0,6.0,7.0,7.0,6.0,4.0,8.0,4.0,1,64.0,Medium
Employee 15360,9.0,3.0,7.0,6.0,5.0,3.0,3.0,4.0,0,49.0,Medium
Employee 15361,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,36.0,Medium
Employee 15362,8.0,2.0,3.0,8.0,2.0,2.0,3.0,8.0,0,17.0,Low
Employee 15363,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,25.0,Low
Employee 15364,14.0,6.0,7.0,6.0,7.0,4.0,9.0,3.0,1,71.0,High
Employee 15365,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,0,48.0,Medium
Employee 15366,9.0,2.0,7.0,7.0,5.0,3.0,4.0,4.0,0,48.0,Medium
Employee 15367,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,34.0,Medium
Employee 15368,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,1,50.0,Medium
Employee 15369,8.0,2.0,5.0,7.0,3.0,2.0,3.0,6.0,0,28.0,Low
Employee 15370,9.0,2.0,5.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 15371,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,76.0,High
Employee 15372,9.0,3.0,4.0,8.0,2.0,2.0,4.0,7.0,0,25.0,Low
Employee 15373,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 15374,7.0,2.0,3.0,9.0,1.0,1.0,1.0,8.0,0,9.0,Low
Employee 15375,7.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,0,10.0,Low
Employee 15376,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,38.0,Medium
Employee 15377,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 15378,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,39.0,Medium
Employee 15379,8.0,2.0,2.0,9.0,1.0,1.0,2.0,8.0,0,10.0,Low
Employee 15380,10.0,5.0,7.0,7.0,5.0,3.0,4.0,4.0,0,46.0,Medium
Employee 15381,12.0,5.0,7.0,6.0,5.0,4.0,7.0,4.0,1,51.0,Medium
Employee 15382,8.0,2.0,3.0,8.0,2.0,1.0,2.0,7.0,0,21.0,Low
Employee 15383,10.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,1,50.0,Medium
Employee 15384,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 15385,7.0,2.0,3.0,9.0,2.0,1.0,1.0,8.0,0,16.0,Low
Employee 15386,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 15387,11.0,3.0,9.0,6.0,7.0,4.0,7.0,2.0,1,70.0,High
Employee 15388,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,22.0,Low
Employee 15389,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 15390,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,46.0,Medium
Employee 15391,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,27.0,Low
Employee 15392,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 15393,9.0,3.0,5.0,8.0,3.0,2.0,4.0,6.0,0,29.0,Low
Employee 15394,9.0,3.0,4.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 15395,7.0,1.0,5.0,8.0,3.0,2.0,2.0,6.0,0,32.0,Low
Employee 15396,8.0,2.0,4.0,8.0,2.0,1.0,2.0,7.0,0,22.0,Low
Employee 15397,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,1,53.0,Medium
Employee 15398,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 15399,10.0,5.0,5.0,8.0,4.0,2.0,4.0,6.0,0,42.0,Medium
Employee 15400,7.0,1.0,3.0,9.0,2.0,1.0,2.0,8.0,0,18.0,Low
Employee 15401,12.0,5.0,8.0,6.0,7.0,4.0,7.0,3.0,1,69.0,High
Employee 15402,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,56.0,Medium
Employee 15403,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 15404,11.0,5.0,8.0,6.0,9.0,4.0,6.0,1.0,1,89.0,High
Employee 15405,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 15406,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 15407,8.0,2.0,2.0,9.0,2.0,1.0,2.0,8.0,0,17.0,Low
Employee 15408,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,0,48.0,Medium
Employee 15409,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,43.0,Medium
Employee 15410,7.0,2.0,4.0,8.0,3.0,1.0,1.0,6.0,0,29.0,Low
Employee 15411,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,62.0,Medium
Employee 15412,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,1,50.0,Medium
Employee 15413,7.0,2.0,1.0,10.0,0.0,0.0,1.0,10.0,0,2.0,Low
Employee 15414,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 15415,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,64.0,Medium
Employee 15416,14.0,7.0,9.0,5.0,10.0,5.0,10.0,1.0,1,100.0,High
Employee 15417,11.0,6.0,8.0,6.0,7.0,3.0,6.0,3.0,1,66.0,High
Employee 15418,12.0,6.0,8.0,6.0,7.0,4.0,7.0,2.0,1,69.0,High
Employee 15419,10.0,3.0,7.0,6.0,6.0,3.0,5.0,3.0,1,59.0,Medium
Employee 15420,10.0,5.0,7.0,7.0,6.0,3.0,5.0,3.0,1,65.0,Medium
Employee 15421,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,63.0,Medium
Employee 15422,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 15423,8.0,2.0,1.0,10.0,0.0,1.0,2.0,9.0,0,3.0,Low
Employee 15424,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,56.0,Medium
Employee 15425,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,59.0,Medium
Employee 15426,7.0,1.0,3.0,9.0,1.0,1.0,1.0,8.0,0,12.0,Low
Employee 15427,12.0,6.0,6.0,7.0,5.0,3.0,7.0,5.0,0,49.0,Medium
Employee 15428,10.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,1,56.0,Medium
Employee 15429,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,58.0,Medium
Employee 15430,10.0,5.0,5.0,8.0,4.0,2.0,5.0,5.0,0,41.0,Medium
Employee 15431,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,45.0,Medium
Employee 15432,9.0,2.0,4.0,8.0,4.0,2.0,4.0,6.0,0,40.0,Medium
Employee 15433,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,0,46.0,Medium
Employee 15434,8.0,2.0,4.0,8.0,4.0,2.0,2.0,6.0,0,37.0,Medium
Employee 15435,10.0,3.0,5.0,7.0,3.0,3.0,5.0,6.0,0,33.0,Medium
Employee 15436,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,50.0,Medium
Employee 15437,11.0,3.0,6.0,7.0,5.0,3.0,6.0,5.0,1,52.0,Medium
Employee 15438,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,20.0,Low
Employee 15439,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 15440,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,14.0,Low
Employee 15441,11.0,3.0,8.0,6.0,7.0,4.0,6.0,3.0,1,67.0,High
Employee 15442,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 15443,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,26.0,Low
Employee 15444,10.0,3.0,5.0,7.0,4.0,3.0,5.0,6.0,0,36.0,Medium
Employee 15445,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 15446,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,56.0,Medium
Employee 15447,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 15448,10.0,3.0,8.0,6.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15449,10.0,5.0,7.0,7.0,7.0,3.0,5.0,3.0,1,68.0,High
Employee 15450,10.0,3.0,4.0,8.0,4.0,2.0,5.0,6.0,0,35.0,Medium
Employee 15451,12.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 15452,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,24.0,Low
Employee 15453,13.0,7.0,9.0,6.0,8.0,4.0,8.0,2.0,1,79.0,High
Employee 15454,13.0,6.0,8.0,6.0,9.0,4.0,8.0,2.0,1,86.0,High
Employee 15455,7.0,1.0,2.0,9.0,0.0,1.0,1.0,9.0,0,3.0,Low
Employee 15456,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,18.0,Low
Employee 15457,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 15458,12.0,5.0,8.0,6.0,7.0,4.0,7.0,2.0,1,74.0,High
Employee 15459,7.0,2.0,3.0,9.0,2.0,1.0,1.0,8.0,0,19.0,Low
Employee 15460,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,40.0,Medium
Employee 15461,7.0,2.0,3.0,8.0,3.0,1.0,1.0,7.0,0,26.0,Low
Employee 15462,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,61.0,Medium
Employee 15463,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,46.0,Medium
Employee 15464,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,29.0,Low
Employee 15465,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 15466,7.0,1.0,4.0,8.0,3.0,2.0,2.0,6.0,0,27.0,Low
Employee 15467,10.0,5.0,7.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15468,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,22.0,Low
Employee 15469,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,46.0,Medium
Employee 15470,13.0,6.0,8.0,6.0,7.0,4.0,8.0,3.0,1,70.0,High
Employee 15471,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 15472,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,1,51.0,Medium
Employee 15473,8.0,2.0,6.0,7.0,4.0,2.0,3.0,6.0,0,35.0,Medium
Employee 15474,9.0,3.0,5.0,7.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 15475,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,38.0,Medium
Employee 15476,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 15477,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 15478,7.0,2.0,5.0,8.0,3.0,2.0,1.0,6.0,0,27.0,Low
Employee 15479,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,1,52.0,Medium
Employee 15480,11.0,5.0,8.0,6.0,7.0,4.0,6.0,2.0,1,72.0,High
Employee 15481,9.0,3.0,3.0,8.0,2.0,2.0,4.0,8.0,0,18.0,Low
Employee 15482,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 15483,7.0,1.0,1.0,10.0,1.0,0.0,1.0,9.0,0,7.0,Low
Employee 15484,10.0,5.0,5.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 15485,8.0,3.0,2.0,9.0,2.0,1.0,2.0,8.0,0,18.0,Low
Employee 15486,8.0,2.0,5.0,7.0,4.0,2.0,3.0,5.0,0,41.0,Medium
Employee 15487,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 15488,10.0,3.0,5.0,7.0,5.0,3.0,5.0,5.0,0,47.0,Medium
Employee 15489,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,30.0,Low
Employee 15490,12.0,5.0,7.0,6.0,6.0,4.0,7.0,3.0,1,65.0,Medium
Employee 15491,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 15492,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 15493,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,77.0,High
Employee 15494,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,31.0,Low
Employee 15495,10.0,3.0,8.0,6.0,7.0,3.0,5.0,3.0,1,67.0,High
Employee 15496,7.0,1.0,4.0,8.0,3.0,1.0,1.0,6.0,0,32.0,Low
Employee 15497,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,44.0,Medium
Employee 15498,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,40.0,Medium
Employee 15499,8.0,2.0,4.0,8.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 15500,12.0,5.0,8.0,6.0,6.0,4.0,7.0,3.0,1,61.0,Medium
Employee 15501,9.0,2.0,6.0,7.0,5.0,2.0,4.0,5.0,0,49.0,Medium
Employee 15502,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,56.0,Medium
Employee 15503,11.0,5.0,9.0,5.0,8.0,4.0,6.0,1.0,1,81.0,High
Employee 15504,11.0,5.0,7.0,6.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 15505,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,43.0,Medium
Employee 15506,12.0,5.0,8.0,6.0,7.0,4.0,7.0,2.0,1,74.0,High
Employee 15507,11.0,3.0,9.0,6.0,7.0,4.0,6.0,2.0,1,71.0,High
Employee 15508,9.0,3.0,4.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 15509,13.0,7.0,9.0,6.0,8.0,4.0,8.0,1.0,1,84.0,High
Employee 15510,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,37.0,Medium
Employee 15511,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,62.0,Medium
Employee 15512,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,44.0,Medium
Employee 15513,7.0,2.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 15514,8.0,2.0,5.0,7.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 15515,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 15516,12.0,5.0,9.0,5.0,8.0,4.0,7.0,1.0,1,83.0,High
Employee 15517,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,21.0,Low
Employee 15518,10.0,3.0,5.0,7.0,3.0,3.0,5.0,6.0,0,31.0,Low
Employee 15519,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 15520,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 15521,9.0,2.0,4.0,8.0,3.0,2.0,4.0,6.0,0,32.0,Low
Employee 15522,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,57.0,Medium
Employee 15523,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,64.0,Medium
Employee 15524,10.0,3.0,7.0,6.0,7.0,3.0,5.0,3.0,1,69.0,High
Employee 15525,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,59.0,Medium
Employee 15526,7.0,1.0,3.0,8.0,2.0,1.0,1.0,8.0,0,18.0,Low
Employee 15527,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,42.0,Medium
Employee 15528,9.0,3.0,5.0,8.0,4.0,2.0,3.0,6.0,0,40.0,Medium
Employee 15529,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,41.0,Medium
Employee 15530,11.0,3.0,7.0,6.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 15531,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 15532,10.0,5.0,7.0,6.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 15533,13.0,6.0,8.0,6.0,6.0,4.0,8.0,3.0,1,60.0,Medium
Employee 15534,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,61.0,Medium
Employee 15535,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,25.0,Low
Employee 15536,9.0,3.0,3.0,8.0,2.0,2.0,4.0,7.0,0,24.0,Low
Employee 15537,8.0,2.0,2.0,9.0,1.0,1.0,3.0,8.0,0,14.0,Low
Employee 15538,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,41.0,Medium
Employee 15539,14.0,6.0,10.0,5.0,8.0,5.0,9.0,1.0,1,81.0,High
